date,team,player_acquired,player_relinquished,notes,category,source_page
2021-04-17,CHI,Sierra Campisano,,The Chicago Sky signed Sierra Campisano to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-17,CHI,Sparkle Taylor,,The Chicago Sky signed Sparkle Taylor to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-17,CON,Aleah Goodman,,The Connecticut Sun signed Aleah Goodman to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-17,CON,DiJonai Carrington,,The Connecticut Sun signed DiJonai Carrington to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-17,CON,Feyonda Fitzgerald,,The Connecticut Sun signed Feyonda Fitzgerald to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-17,CON,Kai James,,The Connecticut Sun signed Kai James to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-17,CON,Micaela Kelly,,The Connecticut Sun signed Micaela Kelly to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-17,CON,Vionise Pierre-Louis,,The Connecticut Sun signed Vionise Pierre-Louis to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-17,IND,Chelsey Perry,,The Indiana Fever signed Chelsey Perry to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-17,LVA,Destiny Slocum,,The Las Vegas Aces signed Destiny Slocum to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-17,LVA,Kate Cain,,The Las Vegas Aces signed Kate Cain to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-17,LVA,Lauren Manis,,The Las Vegas Aces signed Lauren Manis to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-17,SEA,Kiana Williams,,The Seattle Storm signed Kiana Williams to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-17,SEA,Natalie Kucowski,,The Seattle Storm signed Natalie Kucowski to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-17,WAS,Pre Stanley,,The Washington Mystics signed Pre Stanley to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-17,WAS,Tyra Whitehead,,The Washington Mystics signed Tyra Whitehead to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-17,MIN,,Lexie Brown,The Minnesota Lynx waived Lexie Brown.,waiver,bbref_transactions_2021.html
2021-04-18,ATL,Aari McDonald,,The Atlanta Dream signed Aari McDonald to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-18,CON,Brianna Fraser,,The Connecticut Sun signed Brianna Fraser to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-18,DAL,Amy Okonkwo,,The Dallas Wings signed Amy Okonkwo to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-18,DAL,Awak Kuier,,The Dallas Wings signed Awak Kuier to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-18,DAL,Charli Collier,,The Dallas Wings signed Charli Collier to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-18,DAL,Dee Givens,,The Dallas Wings signed Dee Givens to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-18,DAL,Destinee Walker,,The Dallas Wings signed Destinee Walker to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-18,DAL,Tori Jarosz,,The Dallas Wings signed Tori Jarosz to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-18,IND,Trinity Baptiste,,The Indiana Fever signed Trinity Baptiste to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-18,LVA,Kionna Jeter,,The Las Vegas Aces signed Kionna Jeter to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-18,LVA,Shakayla Thomas,,The Las Vegas Aces signed Shakayla Thomas to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-18,WAS,Blanca Millan,,The Washington Mystics signed Blanca Millan to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-18,LAS,,Tierra Ruffin-Pratt,The Los Angeles Sparks waived Tierra Ruffin-Pratt.,waiver,bbref_transactions_2021.html
2021-04-19,CHI,Lexie Brown,,The Chicago Sky signed Lexie Brown to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-19,IND,Aaliyah Wilson,,The Indiana Fever signed Aaliyah Wilson to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-19,IND,Maya Caldwell,,The Indiana Fever signed Maya Caldwell to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-19,IND,Unique Thompson,,The Indiana Fever signed Unique Thompson to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-19,LAS,Stephanie Watts,,The Los Angeles Sparks signed Stephanie Watts to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-19,MIN,Rennia Davis,,The Minnesota Lynx signed Rennia Davis to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-19,NYL,DiDi Richards,,The New York Liberty signed DiDi Richards to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-19,NYL,Michaela Onyenwere,,The New York Liberty signed Michaela Onyenwere to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-19,NYL,Valerie Higgins,,The New York Liberty signed Valerie Higgins to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-20,WAS,,Alysha Clark,The Washington Mystics suspended the contract of Alysha Clark.,contract_suspension,bbref_transactions_2021.html
2021-04-20,LAS,Jasmine Walker,,The Los Angeles Sparks signed Jasmine Walker to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-20,SEA,Brittany Brown,,The Seattle Storm signed Brittany Brown to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-20,SEA,Peyton Williams,,The Seattle Storm signed Peyton Williams to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-21,NYL,Jasmine Bailey,,The New York Liberty signed Jasmine Bailey to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-21,SEA,N'dea Jones,,The Seattle Storm signed N'dea Jones to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-22,IND,Kysre Gondrezick,,The Indiana Fever signed Kysre Gondrezick to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-24,NYL,Janelle Bailey,,The New York Liberty signed Janelle Bailey to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-25,PHO,Ciera Johnson,,The Phoenix Mercury signed Ciera Johnson to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-26,NYL,Rebecca Allen,,The New York Liberty signed Rebecca Allen.,signing,bbref_transactions_2021.html
2021-04-26,IND,,Chanelle Molina,The Indiana Fever waived Chanelle Molina.,waiver,bbref_transactions_2021.html
2021-04-26,LVA,,Kionna Jeter,The Las Vegas Aces waived Kionna Jeter.,waiver,bbref_transactions_2021.html
2021-04-28,IND,,Florencia Chagas,The Indiana Fever suspended the contract of Florencia Chagas.,contract_suspension,bbref_transactions_2021.html
2021-04-28,IND,,Julie Allemand,The Indiana Fever suspended the contract of Julie Allemand.,contract_suspension,bbref_transactions_2021.html
2021-04-28,IND,Florencia Chagas,,The Indiana Fever signed Florencia Chagas to a multi-year contract.,signing,bbref_transactions_2021.html
2021-04-28,CON,,Kai James,The Connecticut Sun waived Kai James.,waiver,bbref_transactions_2021.html
2021-04-28,CON,,Sydney Wallace,The Connecticut Sun waived Sydney Wallace.,waiver,bbref_transactions_2021.html
2021-04-28,CON,,Teana Muldrow,The Connecticut Sun waived Teana Muldrow.,waiver,bbref_transactions_2021.html
2021-04-28,CON,,Vionise Pierre-Louis,The Connecticut Sun waived Vionise Pierre-Louis.,waiver,bbref_transactions_2021.html
2021-04-29,LVA,,Kate Cain,The Las Vegas Aces waived Kate Cain.,waiver,bbref_transactions_2021.html
2021-04-29,MIN,,Alex Wittinger,The Minnesota Lynx waived Alex Wittinger.,waiver,bbref_transactions_2021.html
2021-04-30,WAS,Klara Lundquist,,The Washington Mystics signed Klara Lundquist to a training camp contract.,signing,bbref_transactions_2021.html
2021-04-30,DAL,,Amy Okonkwo,The Dallas Wings waived Amy Okonkwo.,waiver,bbref_transactions_2021.html
2021-04-30,DAL,,Tori Jarosz,The Dallas Wings waived Tori Jarosz.,waiver,bbref_transactions_2021.html
2021-05-02,CON,,Tanaya Atkinson,The Connecticut Sun waived Tanaya Atkinson.,waiver,bbref_transactions_2021.html
2021-05-02,IND,,Maya Caldwell,The Indiana Fever waived Maya Caldwell.,waiver,bbref_transactions_2021.html
2021-05-02,IND,,Trinity Baptiste,The Indiana Fever waived Trinity Baptiste.,waiver,bbref_transactions_2021.html
2021-05-02,WAS,,Tyra Whitehead,The Washington Mystics waived Tyra Whitehead.,waiver,bbref_transactions_2021.html
2021-05-03,WAS,,Klara Lundquist,The Washington Mystics suspended the contract of Klara Lundquist.,contract_suspension,bbref_transactions_2021.html
2021-05-03,ATL,,,Nicki Collen resigns as Head Coach for Atlanta Dream.,front_office,bbref_transactions_2021.html
2021-05-03,ATL,,,The Atlanta Dream hired Mike Peterson as Interim Head Coach.,front_office,bbref_transactions_2021.html
2021-05-03,WAS,,Blanca Millan,The Washington Mystics waived Blanca Millan.,waiver,bbref_transactions_2021.html
2021-05-06,CHI,,Gabby Williams,The Chicago Sky suspended the contract of Gabby Williams.,contract_suspension,bbref_transactions_2021.html
2021-05-06,LAS,Arella Guirantes,,The Los Angeles Sparks signed Arella Guirantes to a multi-year contract.,signing,bbref_transactions_2021.html
2021-05-06,MIN,,Japreece Dean,The Minnesota Lynx waived Japreece Dean.,waiver,bbref_transactions_2021.html
2021-05-07,NYL,,Janelle Bailey,The New York Liberty waived Janelle Bailey.,waiver,bbref_transactions_2021.html
2021-05-09,CHI,Leonie Fiebich,,The Chicago Sky traded Gabby Williams to the Los Angeles Sparks for Stephanie Watts and Leonie Fiebich.,trade,bbref_transactions_2021.html
2021-05-09,CHI,Stephanie Watts,,The Chicago Sky traded Gabby Williams to the Los Angeles Sparks for Stephanie Watts and Leonie Fiebich.,trade,bbref_transactions_2021.html
2021-05-09,CHI,,Gabby Williams,The Chicago Sky traded Gabby Williams to the Los Angeles Sparks for Stephanie Watts and Leonie Fiebich.,trade,bbref_transactions_2021.html
2021-05-09,LAS,Gabby Williams,,The Chicago Sky traded Gabby Williams to the Los Angeles Sparks for Stephanie Watts and Leonie Fiebich.,trade,bbref_transactions_2021.html
2021-05-09,LAS,,Leonie Fiebich,The Chicago Sky traded Gabby Williams to the Los Angeles Sparks for Stephanie Watts and Leonie Fiebich.,trade,bbref_transactions_2021.html
2021-05-09,LAS,,Stephanie Watts,The Chicago Sky traded Gabby Williams to the Los Angeles Sparks for Stephanie Watts and Leonie Fiebich.,trade,bbref_transactions_2021.html
2021-05-09,ATL,,Kaela Davis,The Atlanta Dream waived Kaela Davis.,waiver,bbref_transactions_2021.html
2021-05-09,ATL,,Lindsey Pulliam,The Atlanta Dream waived Lindsey Pulliam.,waiver,bbref_transactions_2021.html
2021-05-09,CHI,,Petra Holešínská,The Chicago Sky waived Petra Holešínská.,waiver,bbref_transactions_2021.html
2021-05-09,CON,,Feyonda Fitzgerald,The Connecticut Sun waived Feyonda Fitzgerald.,waiver,bbref_transactions_2021.html
2021-05-09,CON,,Micaela Kelly,The Connecticut Sun waived Micaela Kelly.,waiver,bbref_transactions_2021.html
2021-05-09,CON,,Morgan Bertsch,The Connecticut Sun waived Morgan Bertsch.,waiver,bbref_transactions_2021.html
2021-05-09,DAL,,Dee Givens,The Dallas Wings waived Dee Givens.,waiver,bbref_transactions_2021.html
2021-05-09,PHO,,Akela Maize,The Phoenix Mercury waived Akela Maize.,waiver,bbref_transactions_2021.html
2021-05-09,PHO,,Avery Warley-Talbert,The Phoenix Mercury waived Avery Warley-Talbert.,waiver,bbref_transactions_2021.html
2021-05-09,PHO,,Marta Xargay,The Phoenix Mercury waived Marta Xargay.,waiver,bbref_transactions_2021.html
2021-05-10,DAL,,Satou Sabally,The Dallas Wings suspended the contract of Satou Sabally.,contract_suspension,bbref_transactions_2021.html
2021-05-10,CHI,,Jessica January,The Chicago Sky waived Jessica January.,waiver,bbref_transactions_2021.html
2021-05-10,CHI,,Sierra Campisano,The Chicago Sky waived Sierra Campisano.,waiver,bbref_transactions_2021.html
2021-05-10,CHI,,Sparkle Taylor,The Chicago Sky waived Sparkle Taylor.,waiver,bbref_transactions_2021.html
2021-05-10,DAL,,Destinee Walker,The Dallas Wings waived Destinee Walker.,waiver,bbref_transactions_2021.html
2021-05-10,MIN,,Asheika Alexander,The Minnesota Lynx waived Asheika Alexander.,waiver,bbref_transactions_2021.html
2021-05-10,MIN,,Mikayla Vaughn,The Minnesota Lynx waived Mikayla Vaughn.,waiver,bbref_transactions_2021.html
2021-05-10,PHO,,Cierra Burdick,The Phoenix Mercury waived Cierra Burdick.,waiver,bbref_transactions_2021.html
2021-05-10,SEA,,Brittany Brown,The Seattle Storm waived Brittany Brown.,waiver,bbref_transactions_2021.html
2021-05-10,SEA,,Peyton Williams,The Seattle Storm waived Peyton Williams.,waiver,bbref_transactions_2021.html
2021-05-10,WAS,,Aislinn Konig,The Washington Mystics waived Aislinn Konig.,waiver,bbref_transactions_2021.html
2021-05-10,WAS,,Pre Stanley,The Washington Mystics waived Pre Stanley.,waiver,bbref_transactions_2021.html
2021-05-11,CON,,Aleah Goodman,The Connecticut Sun waived Aleah Goodman.,waiver,bbref_transactions_2021.html
2021-05-11,CON,,Brianna Fraser,The Connecticut Sun waived Brianna Fraser.,waiver,bbref_transactions_2021.html
2021-05-11,LVA,,Lauren Manis,The Las Vegas Aces waived Lauren Manis.,waiver,bbref_transactions_2021.html
2021-05-11,LVA,,Shakayla Thomas,The Las Vegas Aces waived Shakayla Thomas.,waiver,bbref_transactions_2021.html
2021-05-11,MIN,,Linnae Harper,The Minnesota Lynx waived Linnae Harper.,waiver,bbref_transactions_2021.html
2021-05-11,NYL,,Valerie Higgins,The New York Liberty waived Valerie Higgins.,waiver,bbref_transactions_2021.html
2021-05-11,SEA,,Natalie Kucowski,The Seattle Storm waived Natalie Kucowski.,waiver,bbref_transactions_2021.html
2021-05-11,SEA,,Tamera Young,The Seattle Storm waived Tamera Young.,waiver,bbref_transactions_2021.html
2021-05-11,WAS,,G'mrice Davis,The Washington Mystics waived G'mrice Davis.,waiver,bbref_transactions_2021.html
2021-05-12,CON,,Jasmine Thomas,The Connecticut Sun suspended the contract of Jasmine Thomas.,contract_suspension,bbref_transactions_2021.html
2021-05-12,NYL,,Asia Durr,The New York Liberty suspended the contract of Asia Durr.,contract_suspension,bbref_transactions_2021.html
2021-05-12,NYL,,Kiah Stokes,The New York Liberty suspended the contract of Kiah Stokes.,contract_suspension,bbref_transactions_2021.html
2021-05-12,NYL,,Natasha Howard,The New York Liberty suspended the contract of Natasha Howard.,contract_suspension,bbref_transactions_2021.html
2021-05-12,NYL,,Rebecca Allen,The New York Liberty suspended the contract of Rebecca Allen.,contract_suspension,bbref_transactions_2021.html
2021-05-12,WAS,,Myisha Hines-Allen,The Washington Mystics suspended the contract of Myisha Hines-Allen.,contract_suspension,bbref_transactions_2021.html
2021-05-12,CHI,,Brittany Boyd,The Chicago Sky waived Brittany Boyd.,waiver,bbref_transactions_2021.html
2021-05-12,CON,,Kamiah Smalls,The Connecticut Sun waived Kamiah Smalls.,waiver,bbref_transactions_2021.html
2021-05-12,DAL,,Megan Gustafson,The Dallas Wings waived Megan Gustafson.,waiver,bbref_transactions_2021.html
2021-05-12,IND,,Kathleen Doyle,The Indiana Fever waived Kathleen Doyle.,waiver,bbref_transactions_2021.html
2021-05-12,IND,,Unique Thompson,The Indiana Fever waived Unique Thompson.,waiver,bbref_transactions_2021.html
2021-05-12,NYL,,Joyner Holmes,The New York Liberty waived Joyner Holmes.,waiver,bbref_transactions_2021.html
2021-05-12,PHO,,Ciera Johnson,The Phoenix Mercury waived Ciera Johnson.,waiver,bbref_transactions_2021.html
2021-05-12,PHO,,Sara Blicavs,The Phoenix Mercury waived Sara Blicavs.,waiver,bbref_transactions_2021.html
2021-05-12,PHO,,Tiana Mangakahia,The Phoenix Mercury waived Tiana Mangakahia.,waiver,bbref_transactions_2021.html
2021-05-13,CHI,,Shyla Heal,The Chicago Sky suspended the contract of Shyla Heal.,contract_suspension,bbref_transactions_2021.html
2021-05-13,DAL,,Awak Kuier,The Dallas Wings suspended the contract of Awak Kuier.,contract_suspension,bbref_transactions_2021.html
2021-05-13,IND,,Bernadett Hatar,The Indiana Fever suspended the contract of Bernadett Hatar.,contract_suspension,bbref_transactions_2021.html
2021-05-13,IND,,Julie Allemand,The Indiana Fever suspended the contract of Julie Allemand.,contract_suspension,bbref_transactions_2021.html
2021-05-13,LAS,,Maria Vadeeva,The Los Angeles Sparks suspended the contract of Maria Vadeeva.,contract_suspension,bbref_transactions_2021.html
2021-05-13,MIN,,Napheesa Collier,The Minnesota Lynx suspended the contract of Napheesa Collier.,contract_suspension,bbref_transactions_2021.html
2021-05-13,NYL,,Marine Johannes,The New York Liberty suspended the contract of Marine Johannes.,contract_suspension,bbref_transactions_2021.html
